,id|title|starring|writer|editor|
1780,1898|Windwalker|William James Remar Nick Ramus Trevor Howard|||
1781,1899|Socket|Alexandra Billings|Sean Abley||
1782,1900|4 for Texas|Ursula Andress Dean Martin Anita Ekberg Frank Sinatra|Teddi Sherman||
1783,1901||Hunter S. Thompson|||
1784,1902||Jeetendra Reena Roy Rishi Kapoor|||
1785,1904||Michael Anthony Thomas Charles Hall|||
1786,1905||Nevin Me?aj Emilia Teli|Enzo Brandner||
1787,1906|The Center of the World|John Peter Sarsgaard Molly Parker|Miranda Jennifer Grossinger||
1788,1907|The Shaggy Dog|Craig Kilborn Danny Lebern Glover Timothy Alan Dick Kristin Landen Davis Robert Downey Jr.|Cormac Wibberly Geoff Rodkey Michael Begler Jack Amiel Marianne Wibberly||
1789,1908|Teddy Bear|Barbara Burska Christine Paul-Podlasky Stanis?aw Tym|Stanis?aw Bareja Stanis?aw Tym||
1790,1909||Jillian McWhirter Bradford Claude Dourif Arnold Vosloo Susanne Wright|Aubrey Solomon Stuart Gordon||
1791,1910|The Last Horror Film|Joe Spinell Filomena Spagnuolo Caroline Munro|David Winters Tom Klassen Judd Hamilton||
1792,1911|Themroc|Michel Piccoli B?atrice Romand|Claude Faraldo||
1793,1913|The Ladies Man|Helen Traubel Kathleen Freeman Joseph Levitch Buddy Lester George Ranft|Joseph Levitch Bill Richmond (writer)||
1794,1914|Murphy's Law|Charles Dennis Buchinsky Kathleen Wilhoite Carrie Snodgress|Gail Morgan Hickman||
1795,1915|The Brain Eaters|Alan Frost Joanna Lee Jody Fair Leonard Simon Nimoy Cornelius Keefe David Hughes Ed Nelson|Gordon Urquhart Robert A. Heinlein||
1796,1916|The Pleasure Garden|Sickan Carlsson Berit Elisabeth Andersson Gunnar Bj?rnstrand|Erland Josephson Ernst Ingmar Bergman||
1797,1917||Vanessa Redgrave|John Hale (screenwriter)||
1798,1918||Eros Pagni Mariangela Melato Pina Cei Giancarlo Giannini|Arcangela Felice Assunta Job Wertmu00FCller von Elgg Espanol von Brauchich||
1799,1919|Everything's Cool|Philip Cooney Ted Nordhaus Michael Shellenberger Heidi Cullen Ross Gelbspan|||
1800,1920|The House of Yes|Victoria Davey Spelling Freddie Prinze Jr Josh Hamilton (actor) Parker Christian Posey|Mark Waters (Director) Wendy MacLeod||
1801,1921|Blade|Araceli Jover N'Bushe Wright Donal Logue Wesley Trent Snipes Sanaa McCoy Lathan Stephen Dorff Jr. Kristoffer Kristofferson|Gene Colan David S. Goyer Marvin A. Wolfman||
1802,1922|Delta Farce|Larry the Cable Guy Bill Engvall Donald Joseph Qualls Keith David Danny Trejo|Bear Aderhold||
1803,1923|Puppet Master II|Elizabeth Maclellan Collin Bernsen Steve Welles Gregory Webb Jeff Weston|Charles Band David Pabian David Schmoeller||
1804,1924|Birdman of Alcatraz|Thelma Ritter Neville Brand Burton Stephen Lancaster Aristotelis Savalas Mladen George Sekulovich|Thomas E. Gaddis Guy Trosper||
1805,1925||Erika Thormahlen Mark Sarosi Steven Bender Kristin Victoria Barron|Sean Lennon||
1806,1926||Diane Laruska Dolores Marie Loehr|Felix Holt (writer) A.B. Guthrie Jr.||
1807,1928|The Big One|Michael Moore|||
1808,1929|Hemp for Victory|Lee D. Vickers Narrator|Brittain B. Robinson||
1809,1930|||Robert M. Fresco Denis Sanders||
1810,1931||Jane Greer Peter Van Eyck Trevor Howard Richard Widmark|Dudley Nichols||
1811,1932||Nassar(actor) Kamal Haasan|||
1812,1933|The Mouse and His Child|Cloris Leachman Peter Alexander Ustinov Andrew Vabre Devine Neville Brand Sally Claire Kellerman|Carol Monpere Russell Hoban||
1813,1934|The Five Pennies|Harry Guardino Barbara Bel Geddes David Daniel Kaminsky Louis Armstrong Tuesday Weld Bob Crosby|Robert Smith||
1814,1935||Eileen Evelyn Greer Garson Walter Davis Pidgeon Felix Bressart|Corinne Anita Loos||
1815,1936|Love on the Dole|Clifford Evans Deborah Jane Kerr-Trimmer|Walter Greenwood  Barbara K. Emary Rollo Gamble||
1816,1937|||DJ Q-Bert||
1817,1938|The Big Sky|Issur Danielovitch Elizabeth Threatt Arthur Hunnicutt Dewey Martin (actor)|A.B. Guthrie Jr. Dudley Nichols||
1818,1939|FearDotCom|Graham Rea Stephen Dorff Jr. Natascha Taylor|Moshe Diamant Josephine Coyle||
1819,1940|Don't Try This at Home: The Steve-O Video||||
1820,1941||Doris Merrick Mikel Conrad|George Wallace Sayre||
1821,1942|The Cave|Morris Chestnut Lena Headey Daniel Dae Kim Piper Perabo Cole Hauser Edward Bryant Cibrian|Michael Steinberg Tegan West||
1822,1943||Ashley Laurence Vincent Schiavelli Blake Bailey Jeffrey Alan Combs Jon Finch|C. Courtney Joyner||
1823,1944|Tutti a casa|Matin Balsam Nino Castelnuovo Jole Mauro Eduardo De Filippo Serge Reggiani Claudio Gora Alberto Sordi Carla Gravina|Age & Scarpelli Marcello Fondato Luigi Comencini||
1824,1946||Zach Braff Tom Wilkinson (actor) Blythe Katharine Danner Caleb Casey Affleck Rachel Sarah Bilson Jacinda Barrett|Gabriele Muccino L' Ultimo Bacio Paul Edward Haggis||
1825,1947|Monsieur N.|Richard Grant Esterhuysen Jay Rodan Philippe Torreton|Ren? Manzor||
1826,1948||Lionel Herbert Blythe Harlean Harlow Carpenter Stanislas Pascal Franchot Tone|Corinne Anita Loos||
1827,1949|Raza|Alfredo Mayo|Antonio Rom?n Francisco Franco||
1828,1950|The Passion of Joan of Arc|Andr? Berley Eugene Silvain Maurice Schutz Ren?e Jeanne Falconetti|Joseph Delteil||
1829,1951|The Burning Plain|Kimila Ann Basinger Charlize Theron|Guillermo Arriaga||
1830,1952|Parental Guidance Suggested|James Harvey Kennedy Francisco James Muu00F1iz IV Michael Austin Cera Vanessa Lee Chester Ryan James Pinkston Kyle Howard Andy Milonakis Margo Harshman|Jorma Taccone Andy Samberg Will Forte Akiva Schaffer||
1831,1953||Ernest Frederick McIntyre Bickel Florence Eldridge|Cyril Roberts Rafael Sabatini Muriel Box Sydney Box||
1832,1954||Raiford Chatman Davis Paul Edward Winfield Tony Bennett Lonny Chapman Roscoe Lee Browne Cicely Tyson|Abby Mann||
1833,1955|So Close to Paradise|Wu Tao (actor) Shi Yu Guo Tao Wang Tong|Pang Ming Wang Xiaoshuai||
1834,1956||Peggy Knudsen Johnny Johnston Chester Morris Todd Duncan Barbara Hale Jerry Paris Elroy Hirsch Johan Mandt Kvalen|Kenyon J. Scudder Hall Bartlett Prisoners are People||
1835,1957||Dino Morea Bipasha Basu|||
1836,1958||Raj Babbar Padmini Kohlapure Zeenat Aman|||
1837,1959|The Apple|Catherine Mary Nursall George Gilmour|Iris Recht Coby Recht Menahem Golan||
1838,1960|Killers from Space|Barbara Bestar Steve Pendleton Peter Aurness|Myles Wilder William Raynor||
1839,1961|Saving Grace|Tch?ky Karyo Craig Ferguson Mark Bailey Brenda Ann Bottle Alexander Martin Clunes Jamie Foreman|Mark Crowdy Craig Ferguson||
1840,1962|Le Corbeau|Pierre Fresnay Pierre Larquey Micheline Francey Ginette Leclerc|Henri Chavance Henri-Georges Clouzot||
1841,1963|||Katherine Ramsland Josh Rosen||
1842,1964|||Richard Dawkins||
1843,1965|Night Monster|Bela Lugosi Lionel Atwill|Clarence Upson Young||
1844,1966|Slayers Return||Hajime Kanzaka||
1845,1967|Variety Lights|Peppino De Filippo Alma Franca Maria Norsa Giulietta Masina Carla Del Poggio John Kitzmiller|||
1846,1968|The Black Stallion Returns|Kelly Reno Teri Garr Vincent Spano|Walter Farley||
1847,1969|Dog Eat Dog|Melanie Blatt Mark Tonderai Alan Davies Gary Kemp John Thomson Crunski|Mark Tonderai Moody Shoaibi||
1848,1970||Joan Goodfellow Jan-Michael Vincent|Ron Barton Ron Turbeville||
1849,1971||Ekin Cheng Charlene Choi|||
1850,1972|Bagdad Cafu00E9|Marianne S?gebrecht CCH Pounder Volodymyr Palahnyuk|Eleonore Adlon  Percy Adlon||
1851,1973|The Good Girl|Jacob Benjamin Gyllenhaal John C. Reilly Zooey Claire Deschanel Jennifer Aniston|Michael Christopher White||
1852,1974||Barbara Brantingham Robert Lowery (actor)|Owen Franes Daniel Mainwaring Kae Salkow Winston Miller||
1853,1975|Amar Shakti||||
1854,1976||David Arnott Jeri Lynn Zimmermann|Harry Ralston||
1855,1977|Mee-Shee: The Water Giant|Rena Owen Tom Jackson (actor) Daniel Magder Joel Tobeck Stuart Bruce Greenwood|Barry Authors||
1856,1978||Peggie Castle Biff Elliot Margaret Sheridan Alan Reed Preston Foster|Mickey Spillane||
1857,1979|Hoot|Logan Wade Lerman Luke Cunningham Wilson Cody Martin Linley Tim Blake Nelson Brie Larson|Carl Hiassen Wil Shriner||
1858,1980|Buffalo Soldiers|Edward Allen Harris Haluk Bilginer Scott Glenn Joaquu00EDn Rafael Bottom Anna Helene Paquin|Gregor Jordan||
1859,1981|21-87||||
1860,1982|Kirikou and the Sorceress|Theo Sebeko Antoinette Kellermann|Michel Ocelot||
1861,1983|Little Children|Noah Emmerich Phyllis Somerville Jackie Earle Haley Jennifer Lynn Connelly Kate Elizabeth Winslet Gregg Edelman Patrick Joseph Wilson|William Todd Field Tom Perrotta||
1862,1984||Marc Acueza Cipriano Alwyn Sumulong Uytingco III Ai-Ai de las Alas Marvin Agustin Shaina Magdayao Jestoni Alascon Dennis Padilla Yuki Kadooka Angelica Panganiban Nikki Valdez John Prats Kaye Abad Tonton Gutierrez Serena Dalrymple Edu Manzano Heart Evangelista Jiro Manio|Keiko Aquino Mel Mendoza del Rosario||
1863,1985|True True Lie|Yasmin Paige Jaime King|Camille Solari Gary Humphreys||
1864,1986|The Tripper|David James Arquette Brad Hunt Jason Edward Mewes Josh Hammond Waylon Payne Paz de la Huerta Jaime King Courteney Cox Arquette Lukas Daniel Haas Marsha Thomason Paul Balthazar Getty Rick Overton Thomas Elliott Richmond Arquette Paul Rubenfeld|Joe Harris (filmmaker)||
1865,1987||Greta Scacchi Eric Anthony Roberts Bill Kerr|Frank Moorhouse||
1866,1988||Hikaru Midorikawa Yumi Yoshida (nee Nakagawa) Joel Feeney Terri Hawkes T?ru Furuya u4E09u77F3u7434u4E43 Toby Proctor|Sukehiro Tomita Naoko Takeuchi Lisa Lumby-Richards||
1867,1989||Jafar Valli Saeed Rad Sattar Ora Mohammad Rigi Ahmad Aghaloo Amin Rigi Mohsen Rigi Khosrow Shakibayee Bahrami Nader Khaki Mohammad Shiri|True story|Gorgin Grigorians Roohollah Emami Homayoon Sharifi Rad|
1868,1990||Hiram Keller Bruno Balp Rita Maiden Charlotte Alexandra|Catherine Breillat||
1869,1991||Karishma Kapoor Shahrukh Khan Vishwanath Patekar Deepti Naval Sanjay Kapoor|Krishna Vamsi||
1870,1992|The Grudge|Sarah Michelle Gellar Rosa Blasi Jason Nathaniel Behr Katherine Dee Strickland Bill Pullman Clea Helen D'Etienne DuVall|Stephen Susco||
1871,1993||Maggie Ruth Gyllenhaal Anthony Marcus Shalhoub Jim Gaffigan Olympia Dukakis|Sam Catlin||
1872,1994|Death in Brunswick|Nigel John Dermot Neill Zoe Carides John Clarke (satirist)|Boyd Oxlade John Ruane (director)||
1873,1995|Gods and Generals|Christopher Thomas Howell Robert Selden Duvall Jeffrey Warren Daniels Brian Mallon Kevin Conway (actor) Mira Katherine Sorvino Stephen Lang|||
1874,1996|Frankenweenie|Shelley Alexis Duvall Daniel Jacob Stern Barrett Spencer Oliver|Leonard Ripps Timothy William Burton||
1875,1997||Doug Stanhope|||
1876,1998|Marilyn Hotchkiss' Ballroom Dancing and Charm School|John Stephen Goodman Robert Carlyle Marisa Tomei|Jody Savin Randall Miller||
1877,1999|Inchon|Biagio Anthony Gazzara Toshiro Mifune Laurence Kerr Olivier Winfred Jacqueline Fraser-Bisset|Robin Moore||
1878,2000|Useless|Ma Ke|||
1879,2001||Ana Wagener Juan Jos? Ballesta Alberto Jim?nez Pablo Gal?n|||
1880,2002|Bednye rodstvenniki|Sergej Garmash Konstantin Khabensky|||
1881,2003||Luigina Lollobrigida Vittorio De Sica|Luigi Comencini Ettore Maria Margadonna||
1882,2004||Ly Abdoulay|Ousmane Sembene||
1883,2005|Madame Bovary|Phylis Lee Isley Louis Jourdan James Neville Mason Emmett Evan Heflin Jr.|Gustave Flaubert Robert Ardrey||
1884,2006|Bashing|Fusako Urabe|Kobayashi Masahiro||
1885,2007||John Stephen Goodman Eddie Griffin|Michael A. Nickles Julia Wall||
1886,2008|Angora Love|Edgar Kennedy Charley Young Arthur Stanley Jefferson Harry Bernard Oliver Hardy Charlie Hall|H.M. Walker Thomas Leo McCarey||
1887,2009||Kareena Kapoor Rajiv Hari Om Bhatia|Suneel Darshan||
1888,2010|Cleaner|Edward Allen Harris Keke Palmer Samuel Leroy Jackson Eva Mendes|Matthew Aldrich||
1889,2011|Bulworth|Amiri Baraka Oliver James Platt Paul Anthony Sorvino Donald Frank Cheadle Halle Maria Berry John H. Lebzelter Isaiah Washington IV Christine Baranski|Jeremy Pikser||
1890,2012||Navdeep|||
1891,2013||William S. Burroughs David Blair|David Blair||
1892,2014|Napoleon Dynamite|Emily Kennard Tina Marie Majorino Jonathan Joseph Heder Jonathan Francis Gries Efrain Antonion Ramirez Derek Aaron Ruell|Jerusha Hess Jared Hess||
1893,2015|Darkness|Lena Maria Jonna Olin Giancarlo Giannini Anna Helene Paquin|Jaume Balaguer? Fernando de Felipe||
1894,2016|Baby Boom|Harold Ramis Sam Shepard Sam Wanamaker Diane Hall|Nancy Meyers Charles Shyer||
1895,2017|Molly|Elisabeth Shue Jillian Noel Hennessy Aaron Edward Eckhart|Dick Christie||
1896,2018|Best of the Best 2|Phillip Rhee Eric Anthony Roberts|John Allen Nelson||
1897,2019|Squabs and Squabbles|Oliver Hardy|Anthony Coldeway||
1898,2020|Seven Chances|Frances Raymond Jules Cowles Joseph Frank Keaton VI Ruth Dwyer Erwin Connelly Snitz Edwards T. Roy Barnes|Clyde Bruckman Joseph A. Mitchell David Belasco Roi Cooper Megrue Jean Havez|Buster Keaton (uncredited)|
1899,2021|Bad Influence|Robert Hepler Lowe James Todd Spader|David Koepp||
1900,2022||Amanda Healy Miguel Angel Novo Renier J. Murillo Hess Wesley Natalie M. Morales|Mario Xavier Mike Hicks||
1901,2023|Tinkering with Trouble|Harold Lloyd|Dolly Twist||
1902,2024|Now and Then|Roseann O'Donnell Melanie Richards Griffith Christina Ricci Demetria Gene Guynes|I. Marlene King||
1903,2025|Police Academy: Mission to Moscow|Claire Forlani David Graf Michael Winslow George Jongejans|Pat Proft Michael S. Chodos Neal Israel Randolph Davis||
1904,2026|Feeding Sea Lions||Lubin Studios||
1905,2027||Araceli Jover Jon Bon Jovi Cristi?n de la Fuente Diego Luna Natasha Gregson Wagner|Tommy Lee Wallace||
1906,2028||Bob Mercer|Andre Berly Ramli Hassan Oliver Knott||
1907,2029||Kulbushan Pandit Govinda (actor)|||
1908,2030||Ellen Jaclyn Smith|Jim Moloney||
1909,2031||Monty Ross|Shelton Jackson Lee||
1910,2032|A Happy Coersion|Perry Banks Louise Lester|Theodosia Harris||
1911,2033|Nightmare in the Sun|Derek Delevan Harris Ursula Andress Aldo DaRe Sammy Davis Jr. Richard Jaeckel|Fanya Foss George Fass||
1912,2034||Daveigh Elizabeth Chase-Schwallier Kevin Michael Richardson Chris Sanders Kevin McDonald David Ogden Stiers Althea Rae Duhinio Janairo|Jess Winfield Robert Gannaway||
1913,2035||Elise Cavanna Dorothy Granger Arnold Gray Babe Kane|W.C. Fields||
1914,2036|The War at Home|Kathleen Doyle Bates Ramu00F3n Gerardo Antonio Estu00E9vez Kimberly Williams Emilio Estevez Sheen|James Duff||
1915,2037|The Boys from Brazil|James Neville Mason Eldred Gregory Peck Sir Laurence Olivier|Heywood Gould Ira Levin||
1916,2038|Get Real|Ben Silverstone|Patrick Wilde||
1917,2039|An Aerial Joyride|Oliver Hardy|||
1918,2040|Savannah Smiles|Mark Miller (actor) Donovan Scott Marriah Bridgette Andersen|Mark Miller (actor)||
1919,2041||Henry Brazeale Walthall Henry DeWitt Carey II Lionel Herbert Blythe Sarah Blanche Sweet|Edward J. Montagne||
1920,2042|Duplicate|Shahrukh Khan Juhi Chawla Sonali Bendre|Robin Bhatt Javed Siddiqui Akash Khurana||
1921,2043||Ustad Bismillah Khan|Tarashankar Bandopadhyay||
1922,2044|The 601st Phone Call|Zhou Bichang Cecilia Cheung Hu Ge (actor)|Zou Jingzhi||
1923,2045|K-19: The Widowmaker|William John Neeson Harrison Ford|Louis Nowra||
1924,2046|Bound|Jennifer E. Chan Gina L. Gershon Joseph Peter Pantoliano|Wachowski Brothers||
1925,2047|Suburbia|Chris Pedersen Flea (musician)|Penelope Spheeris||
1926,2048||Grunato family|||
1927,2049|When Father Was Away on Business Palme d'Or|Predrag Lakovi? Davor Dujmovi? Mira Furlan Moreno D'E Bartolli Pavle Vujisi? Mirjana Karanovi? Miki Manojlovi? Mustafa Nadarevi?|Abdulah Sidran||
1928,2050||Gary Hudson Larry Day Ross McCall Stephen Andrew Baldwin Jayne Heitmeyer|Kenneth M. Badish Declan O'Brien||
1929,2051||Manisha B. Koirala Raveena Tandon|Kamal Haasan||
1930,2052||Tom Neal Frank Lackteen Trevor Bardette Mary Frances Gifford Edward Acuff Gerald Mohr|Ronald Davidson Alfred Batson William Lively Joseph O'Donnell Norman S. Hall Joseph F. Poland Edgar Rice Burroughs||
1931,2053|Naughty Marietta|Nelson Eddy Jeanette Anna MacDonald Douglass Dumbrille Elsa Lanchester|John Lee Mahin Frances Goodrich Albert Hackett||
1932,2054||Girish Karnad Shabana Azmi|||
1933,2055|Une femme coquette|Maria Lysandre Roland Tolma|Guy de Maupassant||
1934,2056||George Coulouris Ruth Elizabeth Davis Geraldine Fitzgerald Beulah Bondy Lucile Watson Pu00E1l Luku00E1cs|Dashiell Hammett Lillian Hellman||
1935,2057||Jatin Khanna Ranjeet Zeenat Aman|||
1936,2058|Dune (TV miniseries)|Giancarlo Giannini William Hurt Saskia Reeves Mark Newman Ian McNeice Julie Cox|John Harrison (filmmaker) Frank Herbert||
1937,2059|The Siege|Sami Bouajila Anthony Marcus Shalhoub Annette Carol Bening David Proval Walter Bruce Willis Denzel Washington|Lawrence Wright Menno Meyjes||
1938,2060|Nightmare Weekend|Dale Alan Midkiff Andrea Thompson|George Faget-Benard||
1939,2061|Reign Over Me|Saffron Dominique Burrows Jada Koren Pinkett Mike Binder Donald McNichol Sutherland Adam Richard Sandler Donald Frank Cheadle Liv Rundgren|Mike Binder||
1940,2062||Clint Howard Maria Conchita Alonso Brendan Fletcher William Patrick Muldoon III G. Michael Gray Maeve Quinlan Jurgen Prochnow Richard Laughlain Munro Michael Pare|Robert Dean Klein||
1941,2063||Michael Lerner Zelda Rubinstein|Bigas Luna||
1942,2064|||Jenni Olson||
1943,2065|Blood Oranges|Charles Dance Laila Robins Rachael Bella Colin Lane Aida L?pez Sheryl Lee|John Hawkes Belinda Haas||
1944,2066|Puppet Master vs. Demonic Toys|Corey Scott Feldman Vanessa Madeline Angel Silvia Suvadova|David S. Goyer||
1945,2067|Family Honeymoon|Lily Claudette Chauchoin Rita Johnson Fredrick Martin MacMurray|Homer Croy Dane Lussier||
1946,2068|Young Man With a Horn|Betty Joan Perske Issur Danielovitch Hoagland Howard Carmichael Doris Day|Carl Foreman Dorothy Baker||
1947,2069|Iraq for Sale: The War Profiteers|Janis Karpinski Bill Peterson|||
1948,2070|Beyond the Law|Leon Rippy Linda Fiorentino Courtney B. Vance Michael Madsen Carlos Irwin Estu00E9vez|Larry Ferguson||
1949,2071|A Country Hero|Joseph Frank Keaton VI Roscoe Arbuckle|Roscoe Arbuckle||
1950,2072||Fritz Wepper Folker Bohnet|Bernhard Wicki Karl-Wilhelm Vivier Manfred Gregor||
1951,2073|Leading Lizzie Astray|Roscoe Arbuckle|||
1952,2074||Jean-Claude Camille Franu00E7ois Van Varenberg J.W. Fails Kent Lipham Kathie Sileno Kurt McKinney|Keith W. Strangberg Ng See-Yuen Corey Yuen||
1953,2075|Band of Angels|William Clark Gable Sidney Poitier Yvonne DeCarlo|Ben Roberts (screenwriter) Ivan Goff||
1954,2076|Autumn Moon|Pui-Wai Li Choi Siu Wan Masatoshi Nagase Maki Kiuchi|Eddie Ling-Ching Fong||
1955,2077||George Eastman (actor)|George Eastman (actor)||
1956,2078||LL Cool J Justin Timberlake Morgan Freeman Kevin Spacey Fowler|David J. Burke||
1957,2079||See list|Frederick Bailey and Bob Couttie||
1958,2080|The Kid|Spencer Breslin Emily Mortimer Mary Jean Tomlin Walter Bruce Willis Chi McBride|Audrey Wells||
1959,2081|Affair in Trinidad|Gwyllyn Samuel Newton Ford Juanita Moore Torin Thatcher Margarita Carmen Cansino|James Gunn Berne Giler||
1960,2082||Shatrughan Sinha Kulbushan Pandit Moushumi Chatterjee|||
1961,2083|U.F.O.|Sara Stockbridge|Roy 'Chubby' Brown||
1962,2084|House of Dark Shadows|Shirley Grossman Jonathan Frid Jon Roger Davis Marlene Kathryn Kringstad|Gordon Russell Sam Hall||
1963,2085|Super Sweet 16: The Movie|Regine Nehy Amanda Joy Michalka Brendan Miller Alyson Renae Michalka|||
1964,2086||Jennifer Esposito Miho Nikaido Art Malik Victor Argo Valeria Golino Rosario Dawson Shabana Azmi Balbir Raj Kapoor|Lynn Nottage Tony Gerber||
1965,2087||Ann Magnuson Kathleen York Melanie Mayron Danton Stone Allan Havey Jeffrey Warren Daniels Michael Tucker (actor)|Joe Eszterhas||
1966,2088|Rollerball|LL Cool J Naveen William Sidney Andrews Juan Moreno y Herrera Jimu00E9nez Frederick Christopher Klein Rebecca Alie Romijn|John Pogue Larry Ferguson||
1967,2089||Tom Laughlin (actor)|Delores Taylor Tom Laughlin (actor)||
1968,2090|Newsfront|Wendy Hughes Bryan Brown Bill Hunter (actor) Gerard Kennedy (actor)|David Elfick Phillip Noyce Bob Ellis Philippe Mora||
1969,2091|Killer Condom (Kondom des Grauens)|Udo Samel Peter Lohmeyer Marc Richter Leonard Lansink Iris Berben|Ralf K?nig||
1970,2092||Miina Tominaga Yoshiko Sakakibara Ryunosuke Ohbayashi Toshio Furukawa|Kazunori Ito Headgear (artist group)||
